"ID_INDIVIDU","POSTE","MOIS_NAISSANCE","NATIONALITE","CF_AGREE","POLE_ESPOIR","NB_PALMARES","exp","Anthropometrie","Detente_horizontale","Vitesse_lineaire","Vivacite","Jeux_reduits","Match","Conduite_de_balle","Gardiens_de_but","Jonglerie_en_mouvement","Vitesse_max_aerobie","NB_BUT_PAR_MIN_JOUE_PAR_SAISON","NB_MIN_JOUE_PAR_MATCH_PAR_SAISON","NB_CLUB","TOP_50","TOP_50_150","top_restant","France U16","France U17","France U18","France U19","France U20","France U21","U16_NB_BUT","U16_NB_MATCH_JOUE","U16_NB_MIN_JOUE","U16_TITULARISATION","U17_NB_BUT","U17_NB_MATCH_JOUE","U17_NB_MIN_JOUE","U17_TITULARISATION","U18_NB_BUT","U18_NB_MATCH_JOUE","U18_NB_MIN_JOUE","U18_TITULARISATION","U19_NB_BUT","U19_NB_MATCH_JOUE","U19_NB_MIN_JOUE","U19_TITULARISATION","U20_NB_BUT","U20_NB_MATCH_JOUE","U20_NB_MIN_JOUE","U20_TITULARISATION","U21_NB_BUT","U21_NB_MATCH_JOUE","U21_NB_MIN_JOUE","U21_TITULARISATION","Y"
1431,"Attaquant",6,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00055,8.67,2,"0","1","1",0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,1,1,44,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
1434,"Milieu",5,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00015,11.34,4,"0","1","0",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,176,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1441,"Defenseur",2,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-05,13.85,2,"0","0","1",1,0,0,0,0,0,NA,3,182,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1447,"Gardien de But",4,"France","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.42,7,"0","0","1",0,1,1,1,1,1,NA,NA,NA,NA,NA,7,630,7,NA,5,450,5,NA,14,1260,14,NA,6,540,6,NA,18,1620,18,0
1449,"Defenseur",3,"France","CFM - CENTRE DE FORMATION ESPER. TROYES AUBE CHAMPAGNE","PEM - PEM REIMS",0,0,NA,11.88,17.13,11.88,17.13,17.13,17.13,11.88,11.88,11.88,6e-05,9.43,5,"1","0","0",1,0,0,0,0,0,NA,5,249,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1451,"Attaquant",2,"Maroc","CFM - ACADEMY AS MONACO FC","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00043,7.11,6,"1","1","1",1,0,1,1,1,0,1,10,567,7,NA,NA,NA,NA,NA,2,141,2,2,5,314,4,2,9,461,5,NA,NA,NA,NA,0
1453,"Defenseur",12,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.13,2,"0","1","1",0,1,0,0,0,0,NA,NA,NA,NA,NA,2,73,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1456,"Defenseur",1,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,1,16.28,16.35,16.13,16.35,16.35,16.35,16.13,16.35,16.35,16.55,2e-05,11.38,3,"1","1","0",1,0,1,1,0,0,1,5,271,3,NA,NA,NA,NA,NA,9,508,5,NA,2,148,2,NA,NA,NA,NA,NA,NA,NA,NA,0
1461,"Attaquant",3,"Guadeloupe","CFM - CENTRE DE FORMATION A.J. AUXERROISE","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00035,5.04,8,"1","1","1",1,1,1,1,0,0,1,8,460,5,1,2,100,1,NA,3,125,1,NA,3,134,1,NA,NA,NA,NA,NA,NA,NA,NA,0
1464,"Attaquant",9,"France","aucun","aucun",0,1,NA,12.97,12.97,12.97,12.97,12.97,12.97,12.97,12.97,NA,5e-04,8.4,6,"1","0","1",0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,88,1,NA,NA,NA,NA,0
1467,"Gardien de But",7,"France","aucun","PEM - PEM CASTELMAUROU",0,0,12.36,12.81,12.01,12.81,12.77,12.77,13.7,12.81,13.83,13.93,0,11.69,4,"0","1","1",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,92,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1468,"Defenseur",4,"France","CFM - LOSC LILLE ASSOCIATION","PEM - PEM LIEVIN",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,8.72,3,"1","0","0",1,0,0,0,0,0,NA,3,204,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1472,"Gardien de But",2,"France","CFM - ACADEMY AS MONACO FC","aucun",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-05,4.45,7,"1","1","0",1,0,1,0,0,0,NA,2,180,2,NA,NA,NA,NA,NA,4,316,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1482,"Milieu",1,"Tunisie","CFM - ACADEMY AS MONACO FC","PEM - PEM CLAIREFONTAINE",0,1,15.49,15.94,16.28,15.94,16.45,16.45,16.28,15.94,15.94,15.49,9e-05,6.97,8,"1","1","0",1,1,0,0,0,0,1,12,723,8,NA,3,190,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1485,"Attaquant",1,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,0,13.68,13.09,12.64,13.09,13.09,13.09,12.64,13.09,13.09,13.68,0.00064,8.74,6,"0","1","1",0,1,0,0,0,0,NA,NA,NA,NA,NA,1,72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1487,"Attaquant",7,"Congo","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,1,NA,17.49,17.49,17.49,NA,NA,17.49,17.49,17.49,NA,1e-04,6.41,6,"1","1","1",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,156,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1488,"Milieu",10,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",1,0,0,0,0,0,NA,3,152,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1489,"Milieu",12,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-05,6.47,4,"1","0","1",0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,205,3,NA,13,633,7,0
1492,"Milieu",1,"France","CFM - CENTRE DE FORMATION ST. BRESTOIS 29","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00012,7.73,8,"1","0","1",1,1,1,0,0,0,NA,1,90,1,NA,8,665,7,NA,3,270,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1494,"Defenseur",3,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",0,1,17.04,17.09,17.04,17.09,17.04,17.04,NA,17.14,17.14,17.14,0,8.9,5,"1","0","1",1,0,1,0,0,0,NA,3,109,1,NA,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1496,"Attaquant",3,"Guinée","CFM - CENTRE DE FORMATION ST. LAVALLOIS F.C.","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00082,7.6,5,"1","0","1",1,0,0,1,1,0,1,4,163,1,NA,NA,NA,NA,NA,NA,NA,NA,2,11,841,10,5,9,573,5,NA,NA,NA,NA,0
1504,"Attaquant",1,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inconnu","inconnu","inconnu",0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,88,1,NA,NA,NA,NA,0
1506,"Attaquant",12,"France","CFM - CENTRE DE FORMATION F.C. NANTES","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00048,7.86,4,"1","1","0",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,227,2,1
1507,"Milieu",9,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","aucun",0,1,NA,9.74,7.18,9.74,7.18,7.18,7.18,7.18,7.18,20,0.00014,8.4,4,"1","1","1",1,1,0,1,1,0,NA,2,92,1,NA,6,442,4,NA,NA,NA,NA,1,15,823,10,NA,8,363,4,NA,NA,NA,NA,0
1512,"Attaquant",8,"France","CFM - CENTRE DE FORMATION F.C. SOCHAUX MONTBELIARD","PEM - PEM DIJON",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00045,8.05,6,"1","0","1",0,1,0,0,1,0,NA,NA,NA,NA,NA,2,93,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4,266,3,NA,NA,NA,NA,0
1514,"Milieu",8,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00016,10.18,4,"1","0","1",0,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,2,97,1,NA,NA,NA,NA,NA,NA,NA,NA,0
1516,"Defenseur",8,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1e-05,9.55,3,"1","1","0",0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,270,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1520,"Defenseur",5,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00018,4.99,7,"1","1","1",0,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,494,6,1,9,679,7,2,5,358,3,0
1528,"Milieu",8,"France","CFM - CENTRE DE FORMATION O.G.C. NICE COTE D'AZUR","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00021,6.57,6,"1","1","1",1,1,1,1,0,0,NA,1,47,1,NA,5,161,2,1,2,179,2,NA,3,182,3,NA,NA,NA,NA,NA,NA,NA,NA,0
1542,"Defenseur",7,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","PEM - PEM PLOUFRAGAN",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2e-05,7.75,5,"1","0","1",1,1,0,0,0,0,NA,13,963,10,NA,4,169,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1545,"Gardien de But",4,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14.52,2,"1","0","0",1,0,0,0,0,0,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1557,"Milieu",2,"Cameroun","CFM - CENTRE DE FORMATION LE HAVRE A.C.","aucun",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00013,7.8,6,"1","1","1",1,1,1,1,1,1,5,19,1510,17,NA,8,571,7,1,2,114,2,NA,5,322,4,NA,2,136,2,1,20,1102,12,0
1563,"Milieu",7,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.56,3,"0","0","1",0,1,0,0,0,0,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1566,"Defenseur",3,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4e-05,10.67,4,"1","1","1",1,1,1,1,1,1,1,7,549,5,2,6,480,5,1,5,365,4,NA,3,125,1,NA,1,90,1,NA,5,434,5,1
1570,"Defenseur",1,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9e-05,8.86,3,"1","0","1",1,1,1,1,0,0,NA,12,902,10,NA,2,180,2,NA,4,316,4,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,0
1572,"Milieu",1,"France","CFM - CENTRE DE FORMATION VALENCIENNES F.C.","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00025,13.59,6,"0","1","1",1,1,0,1,0,0,NA,7,320,3,NA,9,424,4,NA,NA,NA,NA,NA,6,291,2,NA,NA,NA,NA,NA,NA,NA,NA,0
1586,"Milieu",6,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","aucun",7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00022,4.55,7,"1","1","1",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,298,3,1
1587,"Defenseur",3,"France","CFM - CENTRE DE FORMATION ST DE REIMS","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00011,8.89,4,"1","1","1",0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,270,3,NA,NA,0,NA,1
1591,"Attaquant",5,"France","aucun","aucun",4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00044,4.25,5,"1","1","1",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,173,3,1
1594,"Defenseur",7,"France","CFM - LOSC LILLE ASSOCIATION","aucun",10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5e-05,6.9,6,"1","1","1",0,1,1,1,1,1,NA,NA,NA,NA,NA,15,1350,15,NA,11,775,9,NA,12,1049,11,2,12,1005,12,NA,7,617,7,1
1597,"Defenseur",1,"Guinée","aucun","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00074,42.44,4,"0","0","1",0,1,1,1,1,1,NA,NA,NA,NA,NA,3,205,2,NA,2,98,1,1,10,866,9,NA,6,540,6,NA,6,500,6,0
1598,"Attaquant",5,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00045,9.27,5,"1","0","1",1,1,0,0,0,0,NA,2,92,1,1,1,41,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1603,"Defenseur",6,"France","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM LIEVIN",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-05,10.27,4,"1","1","0",1,1,1,1,1,1,NA,6,334,3,NA,14,1113,12,NA,3,270,3,NA,6,540,6,NA,2,117,1,NA,10,334,3,1
1606,"Attaquant",4,"France","CFM - CENTRE DE FORMATION F.C. NANTES","PEM - PEM PLOUFRAGAN",0,0,NA,11.38,11.38,11.38,12.59,12.59,11.38,11.38,11.38,NA,0.00055,9.07,4,"1","1","1",1,0,0,0,0,0,NA,2,81,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1607,"Attaquant",4,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00047,8.25,6,"1","1","1",1,1,1,0,1,0,9,13,926,10,3,18,1403,17,NA,3,118,1,NA,NA,NA,NA,NA,2,48,NA,NA,NA,NA,NA,0
1608,"Milieu",11,"France","CFM - CENTRE DE FORMATION MONTPELLIER HERAULT SP.C.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,11.59,2,"0","0","1",1,0,0,0,0,0,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1623,"Milieu",1,"Thaïlande","CFM - CENTRE DE FORMATION AS NANCY LORRAINE","PEM - PEM NANCY",0,1,18.64,17.86,17.86,17.86,18.64,18.64,17.08,17.08,17.08,NA,9e-05,11.99,2,"0","1","0",1,1,0,0,0,0,1,4,254,3,NA,5,199,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1627,"Defenseur",1,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00013,10.21,3,"1","1","1",0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,136,2,NA,3,202,2,0
1632,"Milieu",6,"France","CFM - CENTRE DE FORMATION A.S. ST ETIENNE","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00018,9.2,3,"1","0","1",1,0,0,1,0,0,NA,3,110,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1637,"Milieu",5,"France","CFM - CENTRE DE FORMATION TOULOUSE FOOTBALL CLUB","PEM - PEM CLAIREFONTAINE",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00012,9.07,2,"0","1","0",0,0,1,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5,290,3,NA,8,535,6,NA,NA,NA,NA,NA,11,535,7,0
1641,"Defenseur",9,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00014,9.43,5,"1","1","0",0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
1645,"Defenseur",2,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,88.67,1,"0","0","0",0,1,1,1,0,0,NA,NA,NA,NA,NA,3,229,2,NA,1,90,1,NA,1,52,1,NA,NA,NA,NA,NA,NA,NA,NA,0
1647,"Defenseur",3,"Algérie","CFM - LOSC LILLE ASSOCIATION","aucun",0,1,9.91,11.55,14.01,11.55,11.86,11.86,14.01,11.55,11.55,9.91,0,13.05,4,"1","0","0",1,1,0,0,0,0,NA,9,562,6,NA,3,193,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1657,"Attaquant",12,"France","aucun","aucun",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10.26,4,"1","0","1",1,1,0,0,0,0,6,14,699,5,NA,2,120,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1659,"Defenseur",5,"France","aucun","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-05,7.7,3,"1","0","0",0,1,1,1,0,0,NA,NA,NA,NA,NA,9,810,9,NA,6,436,5,NA,3,183,2,NA,NA,NA,NA,NA,NA,NA,NA,0
1663,"Gardien de But",4,"France","CFM - CENTRE DE FORMATION O. DE MARSEILLE - O.M.","PEM - PEM AIX EN PROVENCE",0,0,9,9,6.09,9,12.38,12.38,NA,15.29,11.9,11.9,0,8.66,2,"1","1","0",1,0,0,0,0,0,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1670,"Defenseur",2,"France","CFM - LOSC LILLE ASSOCIATION","aucun",0,1,12.5,11.78,11.42,11.78,NA,NA,11.42,11.42,11.42,12.5,5e-05,12.25,4,"1","0","1",1,0,1,0,0,0,NA,6,540,6,NA,NA,NA,NA,NA,6,442,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1672,"Milieu",9,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","PEM - PEM REIMS",0,0,NA,12.25,12.25,12.25,14.53,14.53,11.69,12.16,12.25,12.25,0.00071,16.14,3,"0","0","1",1,0,0,0,0,0,2,8,328,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1675,"Milieu",7,"France","CFM - CENTRE DE FORMATION A.C. AJACCIEN","PEM - PEM AJACCIO",0,0,20,20,20,20,NA,NA,NA,NA,NA,NA,7e-05,7.42,3,"1","0","0",0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1690,"Milieu",1,"France","CFM - LOSC LILLE ASSOCIATION","aucun",6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00015,5.92,5,"1","1","1",0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,16,944,12,1
1703,"Attaquant",2,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","PEM - PEM CASTELMAUROU",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3e-04,10.75,3,"0","1","1",1,0,0,0,0,0,NA,1,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1711,"Gardien de But",1,"France","CFM - CENTRE DE FORMATION NIMES OLYMPIQUE","aucun",2,0,10.66,10.66,10.66,10.66,10.66,10.66,NA,10.66,NA,NA,0,7.19,3,"1","0","1",0,1,1,0,1,0,NA,NA,NA,NA,NA,5,404,4,NA,1,90,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
1719,"Attaquant",2,"France","CFM - CENTRE DE FORMATION ANGERS S.C.O.","aucun",0,0,13.8,13.91,15.73,13.91,14.71,14.71,15.73,13.91,13.91,13.8,0.00026,8.7,4,"0","0","1",1,0,0,0,0,0,NA,2,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1723,"Defenseur",5,"France","aucun","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"0","0","0",0,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,646,7,NA,11,690,8,NA,NA,NA,NA,0
1729,"Defenseur",6,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","PEM - PEM LIEVIN",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6e-05,8.86,3,"1","1","1",1,1,0,0,0,0,NA,7,347,4,NA,1,90,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1731,"Milieu",1,"France","CFM - CENTRE DE FORMATION ST. MALHERBE CAEN-CALV.B.NORM.","aucun",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00015,7.49,2,"0","1","1",0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,170,3,NA,NA,NA,NA,0
1746,"Gardien de But",5,"France","aucun","aucun",0,0,NA,12.68,13.12,12.68,13.88,13.88,13.12,12.84,12.84,10.91,0,9.85,3,"0","0","1",1,1,0,0,0,0,NA,3,270,3,NA,1,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1752,"Gardien de But",3,"France","CFM - ACADEMY AS MONACO FC","aucun",0,1,13.02,13.02,10.34,13.02,13.68,13.68,NA,15.01,14.8,14.8,0,8.14,3,"1","1","1",0,1,0,1,1,0,NA,NA,NA,NA,NA,1,46,1,NA,NA,NA,NA,NA,5,404,4,NA,5,450,5,NA,NA,NA,NA,0
1758,"Attaquant",4,"France","CFM - CENTRE DE FORMATION R.C. LENSOIS","aucun",0,1,19.73,19.73,19.73,19.73,19.73,19.73,NA,NA,NA,NA,0.00018,11.02,2,"0","1","1",0,1,0,0,0,0,NA,NA,NA,NA,4,10,486,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1762,"Milieu",8,"France","CFM - CENTRE DE FORMATION ST. RENNAIS F.C.","aucun",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7e-05,6.96,5,"1","1","1",1,1,1,0,1,1,NA,2,180,2,NA,7,247,2,NA,2,136,2,NA,NA,NA,NA,NA,3,256,3,NA,13,1024,12,1
1769,"Defenseur",5,"France","CFM - CENTRE DE FORMATION F.C. DES GIRONDINS DE BORDEAUX","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8e-05,9.16,3,"1","0","1",0,0,1,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,45,1,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0
1776,"Defenseur",5,"France","CFM - LOSC LILLE ASSOCIATION","PEM - PEM CLAIREFONTAINE",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00015,17.66,3,"1","1","0",1,0,0,0,0,0,NA,2,88,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
1779,"Defenseur",1,"France","CFM - CENTRE DE FORMATION EN AVANT GUINGAMP","aucun",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00012,10.48,4,"0","1","0",0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,270,3,NA,NA,NA,NA,NA,NA,NA,NA,0
1781,"Attaquant",6,"France","CFM - CENTRE DE FORMATION F.C. LORIENT","PEM - PEM CLAIREFONTAINE",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00037,5.81,4,"0","1","1",0,0,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,10,674,8,NA,9,528,6,NA,2,95,1,NA,2,94,1,0
1782,"Attaquant",7,"France","CFM - CENTRE DE FORMATION O. DE LYON ET DU RHONE","aucun",0,0,16.84,14.6,14.24,14.6,15.24,15.24,14.24,14.6,14.6,15.57,0.00033,6.72,3,"1","0","0",1,0,0,0,0,0,NA,2,113,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
